Data_Transakcji,ID_Produktu_Sprzedaz,Region,Ilosc_Sprzedana,Cena_Jednostkowa_Transakcji,Wartosc_Sprzedazy
2025-04-18,1068,Północ,1,128.04,128.04
2025-06-20,1075,Północ,5,100.42,502.1
2025-04-05,2332,Południe,1,294.54,294.54
2025-06-12,1032,Zachód,2,131.64,263.28
2025-05-01,1061,Zachód,4,438.77,1755.08
2025-06-18,1076,Zachód,1,608.08,608.08
2025-04-07,1054,Północ,5,2089.36,10446.8
2025-05-22,1053,Zachód,3,222.81,668.43
2025-05-29,1088,Zachód,3,109.83,329.49
2025-04-28,1059,Południe,3,128.39,385.17
2025-05-19,1021,Północ,3,582.45,1747.35
2025-04-15,1006,Południe,1,55.04,55.04
2025-06-26,1098,Południe,1,70.89,70.89
2025-04-23,1082,Północ,1,358.42,358.42
2025-05-30,1064,Zachód,1,1466.86,1466.86
2025-05-30,1031,Zachód,5,249.06,1245.3
2025-06-19,1041,Zachód,1,3713.7,3713.7
2025-05-05,1071,Wschód,1,955.65,955.65
2025-05-05,1086,Północ,2,2095.68,4191.36
2025-06-10,1083,Południe,1,4686.25,4686.25
2025-05-30,1074,Wschód,2,46.26,92.52
2025-04-07,1095,Wschód,5,162.16,810.8
2025-05-01,1089,Północ,2,292.94,585.88
2025-05-10,1088,Zachód,5,100.73,503.65
2025-04-15,1030,Wschód,2,160.09,320.18
2025-04-01,1020,Wschód,4,122.04,488.16
2025-05-31,1065,Południe,1,276.18,276.18
2025-04-11,1057,Południe,2,4381.86,8763.72
2025-04-04,1070,Zachód,1,18.95,18.95
2025-06-21,1003,Wschód,4,280.02,1120.08
2025-04-01,1035,Wschód,3,3320.99,9962.97
2025-04-26,1054,Zachód,2,2047.3,4094.6
2025-05-31,1042,Zachód,1,3414.45,3414.45
2025-06-10,1029,Południe,1,4473.25,4473.25
2025-05-24,1084,Zachód,2,4520.81,9041.62
2025-04-30,1075,Wschód,1,97.56,97.56
2025-05-02,1031,Północ,1,232.98,232.98
2025-06-08,1088,Południe,3,109.37,328.11
2025-04-24,1026,Zachód,4,162.94,651.76
2025-04-11,1099,Wschód,5,1132.36,5661.8
2025-05-05,1082,Wschód,2,374.83,749.66
2025-06-20,1072,Północ,1,3048.44,3048.44
2025-06-26,1059,Północ,1,138.17,138.17
2025-05-29,1088,Wschód,4,100.44,401.76
2025-05-27,1021,Północ,5,605.73,3028.65
2025-06-10,1031,Południe,4,245.55,982.2
2025-06-07,1083,Zachód,5,4697.14,23485.7
2025-04-11,1035,Północ,2,3284.72,6569.44
2025-06-27,1083,Północ,4,4787.41,19149.64
2025-06-12,1013,Wschód,5,2662.99,13314.95
2025-06-08,1058,Wschód,5,300.89,1504.45
2025-06-16,1022,Zachód,2,2023.61,4047.22
2025-05-21,1088,Wschód,4,104.01,416.04
2025-05-19,1091,Północ,2,3308.27,6616.54
2025-05-02,1055,Zachód,2,1145.85,2291.7
2025-05-24,1041,Południe,1,3815.26,3815.26
2025-05-20,1070,Zachód,2,19.82,39.64
2025-05-30,1031,Zachód,3,238.46,715.38
2025-06-16,1097,Wschód,4,1073.37,4293.48
2025-06-15,1077,Południe,1,2497.5,2497.5
2025-06-10,1084,Zachód,2,4367.1,8734.2
2025-06-14,1023,Zachód,3,2931.26,8793.78
2025-04-29,1022,Północ,4,2162.84,8651.36
2025-04-05,1099,Południe,1,1071.32,1074.86
2025-05-08,1080,Wschód,2,3758.69,7517.38
2025-04-23,1046,Wschód,4,5003.84,20015.36
2025-05-25,1012,Wschód,1,102.67,102.67
2025-04-01,1038,Wschód,5,4985.18,24925.9
2025-05-06,1034,Północ,1,4889.13,4889.13
2025-04-02,1076,Północ,3,573.0,1719.0
2025-06-15,1094,Południe,2,211.22,422.44
2025-04-25,1065,Zachód,1,271.62,271.62
2025-06-24,1097,Południe,1,1131.16,1131.16
2025-05-22,1007,Południe,3,24.81,74.43
2025-06-20,1077,Południe,5,2366.01,11830.05
2025-05-10,1037,Północ,1,898.04,898.04
2025-06-02,1028,Wschód,1,2397.27,2397.27
2025-04-08,1013,Zachód,3,2597.78,7793.34
2025-04-05,1041,Wschód,3,3992.71,11978.13
2025-04-25,1094,Północ,4,219.21,876.84
2025-04-11,1013,Północ,2,2751.38,5502.76
2025-05-26,1021,Południe,2,561.06,1122.12
2025-05-06,1035,Wschód,1,3476.12,3476.03
2025-06-29,1021,Zachód,3,608.43,1825.29
2025-05-01,1099,Północ,2,1089.7,2182.08
2025-05-13,1033,Południe,4,143.73,574.92
2025-04-20,1090,Zachód,3,4010.8,12032.4
2025-05-22,1061,Zachód,5,465.23,2326.15
2025-05-31,1030,Północ,3,151.2,453.6
2025-05-10,1020,Zachód,2,129.28,258.56
2025-04-11,1078,Południe,2,2985.61,5971.22
2025-06-02,1056,Wschód,3,696.53,2089.59
2025-06-09,1079,Północ,4,340.42,1361.68
2025-05-18,1052,Wschód,4,3697.87,14796.33
2025-06-03,1048,Zachód,4,4595.59,18382.36
2025-04-27,1071,Północ,5,950.21,4751.05
2025-05-06,1013,Wschód,2,2753.6,5502.82
2025-05-31,1025,Zachód,4,2246.14,8984.56
2025-06-11,1046,Zachód,2,5018.49,10036.98
2025-05-31,1072,Wschód,5,2906.75,14533.75
2025-06-29,1023,Wschód,4,2992.31,11970.66
2025-05-17,1096,Wschód,2,1217.0,2434.0
2025-05-05,1092,Zachód,1,298.44,298.44
2025-04-24,1044,Południe,2,2125.08,4250.16
2025-05-24,1007,Wschód,4,23.53,94.12
2025-05-22,1079,Wschód,1,350.66,350.66
2025-04-10,1060,Wschód,5,188.77,943.85
2025-06-11,1096,Wschód,2,1261.15,2522.3
2025-04-03,1080,Wschód,1,3648.68,3648.68
2025-04-19,1003,Zachód,4,282.82,1131.28
2025-04-11,1009,Północ,3,291.68,875.04
2025-06-02,1087,Wschód,2,670.36,1340.72
2025-04-03,1062,Południe,2,665.54,1331.08
2025-05-28,1006,Północ,1,53.33,53.33
2025-04-15,1087,Zachód,5,670.47,3352.35
2025-04-09,1056,Południe,4,707.99,2836.81
2025-06-26,1037,Wschód,5,858.14,4290.7
2025-06-22,1039,Północ,2,418.02,836.04
2025-04-30,1090,Południe,5,3969.23,19846.15
2025-04-19,1028,Północ,3,2487.77,7463.31
2025-05-11,1095,Zachód,4,157.12,628.48
2025-05-14,1036,Północ,1,1655.57,1655.57
2025-06-08,1057,Południe,4,4177.97,16711.88
2025-05-12,1028,Wschód,4,2557.7,10230.8
2025-04-05,1066,Południe,2,88.88,177.76
2025-04-27,1037,Północ,1,883.82,883.82
2025-06-29,1020,Zachód,1,128.68,128.68
2025-04-07,1061,Południe,2,473.01,946.02
2025-06-24,1090,Zachód,3,3923.15,11769.45
2025-05-29,1088,Wschód,5,107.42,537.1
2025-06-29,1037,Zachód,3,893.07,2679.21
2025-04-26,1015,Południe,1,83.29,83.29
2025-05-05,2337,Wschód,2,747.93,1495.86
2025-06-23,2403,Wschód,5,732.47,3662.35
2025-06-14,1067,Północ,4,744.12,2976.48
2025-06-25,1001,Północ,3,349.81,1049.43
2025-04-16,1086,Południe,2,2144.32,4288.64
2025-06-23,1082,Wschód,4,365.49,1461.96
2025-06-18,1095,Wschód,3,168.14,504.42
2025-04-02,1024,Północ,1,1092.15,1092.15
2025-05-27,1016,Południe,1,909.69,909.69
2025-05-27,1048,Wschód,5,4599.77,22998.85
2025-06-16,1013,Zachód,2,2815.9,5631.8
2025-04-04,1024,Południe,5,1057.86,5289.3
2025-06-04,1062,Północ,1,708.01,708.01
2025-05-24,1092,Północ,1,326.73,326.73
2025-04-25,1056,Wschód,2,696.73,1393.46
2025-04-17,1051,Południe,3,221.26,663.78
2025-04-21,1004,Zachód,2,295.65,591.3
2025-04-07,1024,Zachód,3,1067.68,3203.04
2025-05-10,1089,Zachód,5,287.61,1438.05
2025-04-05,1045,Północ,3,1835.09,5505.27
2025-06-23,1064,Wschód,2,1463.43,2926.86
2025-04-16,1007,Północ,1,24.44,24.44
2025-05-11,1013,Południe,4,2577.55,10310.2
2025-04-14,1025,Wschód,4,2238.16,8951.8
2025-05-10,1088,Wschód,3,105.13,315.39
2025-05-06,1050,Zachód,2,102.81,205.62
2025-05-29,1052,Północ,2,3516.81,7033.62
2025-04-02,1040,Wschód,4,2414.2,9656.8
2025-05-02,1078,Wschód,5,2793.11,13965.55
2025-05-13,1012,Południe,5,102.93,514.65
2025-05-03,1037,Południe,3,901.01,2703.03
2025-06-20,1029,Południe,2,4720.7,9441.4
2025-06-16,2986,Południe,1,892.19,892.19
2025-04-16,1062,Zachód,4,717.05,2868.2
2025-06-03,1017,Wschód,1,123.16,123.16
2025-04-24,1026,Zachód,5,168.45,842.25
2025-05-09,1097,Północ,1,1152.91,1152.91
2025-05-24,1053,Południe,3,233.56,700.68
2025-04-12,1004,Wschód,4,321.0,1284.0
2025-06-09,1040,Wschód,2,2234.95,4469.9
2025-05-31,1011,Zachód,1,60.39,60.39
2025-04-22,1059,Wschód,4,138.49,553.96
2025-05-10,1041,Zachód,2,4013.9,8027.8
2025-04-28,1001,Południe,3,343.53,1030.59
2025-05-16,1094,Zachód,4,213.24,852.96
2025-04-08,1093,Wschód,4,423.26,1693.04
2025-05-08,1026,Południe,5,165.29,824.64
2025-05-13,1072,Zachód,2,2943.78,5887.56
2025-05-09,1034,Północ,4,4741.32,18965.28
2025-06-18,1087,Północ,2,667.02,1334.04
2025-05-29,1026,Północ,4,170.42,681.68
2025-05-07,1020,Południe,3,128.86,386.58
2025-04-08,1095,Wschód,3,171.28,513.84
2025-04-14,1009,Północ,2,297.23,594.46
2025-04-20,1011,Zachód,3,59.03,177.09
2025-06-05,1057,Wschód,4,4102.46,16409.84
2025-05-11,1091,Wschód,4,3332.71,13327.35
2025-04-28,1031,Północ,5,253.51,1267.55
2025-04-26,1091,Południe,4,3525.07,14100.28
2025-04-15,1065,Południe,3,291.4,874.2
2025-05-21,1091,Północ,4,3221.19,12884.76
2025-05-17,1071,Wschód,1,984.2,984.2
2025-04-08,1013,Południe,3,2822.99,8468.97
2025-04-21,1001,Północ,2,356.26,712.52
2025-06-17,1063,Północ,2,229.98,459.96
2025-05-07,1081,Zachód,2,3421.63,6843.26
2025-05-16,1006,Wschód,2,56.37,112.74
2025-06-23,1004,Zachód,1,297.53,297.53
2025-05-27,1079,Północ,2,364.53,729.06
2025-05-01,1018,Zachód,1,2768.82,2768.82
2025-06-14,1094,Zachód,3,204.47,613.41
2025-04-23,1065,Północ,2,274.15,548.3
2025-05-16,1086,Zachód,2,1994.61,3989.22
2025-05-19,1008,Wschód,3,111.57,334.71
2025-04-16,1074,Wschód,1,47.05,47.05
2025-06-25,1031,Zachód,4,250.71,1002.84
2025-05-02,1057,Północ,2,4083.09,8166.18
2025-06-05,2411,Południe,1,324.08,324.08
2025-04-22,1034,Zachód,3,5024.2,15072.6
2025-06-21,1003,Północ,2,279.35,560.37
2025-05-14,1049,Południe,4,3534.85,14139.4
2025-06-09,1068,Zachód,3,117.32,351.96
2025-05-12,1022,Południe,1,2003.83,2003.83
2025-04-23,1006,Zachód,2,52.45,104.9
2025-06-23,1037,Zachód,5,867.26,4336.3
2025-05-18,1009,Północ,3,299.3,897.9
2025-06-05,1087,Wschód,1,674.98,674.98
2025-05-02,1045,Wschód,5,1779.49,8897.45
2025-04-02,1052,Wschód,1,3784.14,3784.14
2025-04-14,1022,Wschód,2,2008.13,4016.26
2025-04-18,1087,Zachód,2,629.56,1259.12
2025-04-06,1022,Południe,2,2039.91,4079.82
2025-05-31,1001,Południe,3,338.25,1014.75
2025-05-25,1008,Wschód,4,113.07,452.28
2025-06-24,1074,Wschód,4,45.67,182.68
2025-05-18,1071,Północ,2,964.48,1928.96
2025-06-15,1041,Północ,2,3750.26,7502.67
2025-04-28,1011,Południe,5,60.02,300.1
2025-06-10,1013,Zachód,4,2582.43,10329.72
2025-04-30,1029,Południe,2,4753.25,9506.5
2025-06-19,1056,Południe,1,709.33,710.88
2025-06-18,1073,Wschód,4,1247.66,4990.64
2025-05-17,1064,Wschód,4,1430.89,5723.56
2025-04-18,1057,Północ,2,4345.92,8691.84
2025-04-11,1056,Wschód,2,707.41,1414.82
2025-05-25,1094,Północ,1,215.8,215.8
2025-05-10,1003,Zachód,5,304.4,1522.0
2025-05-24,1076,Zachód,2,585.8,1171.6
2025-04-13,1042,Wschód,2,3133.28,6266.56
2025-06-20,1060,Południe,5,191.79,958.95
2025-06-01,1082,Wschód,2,373.36,745.15
2025-04-08,1078,Południe,2,2780.67,5563.69
2025-04-21,1005,Południe,1,1001.62,1001.62
2025-05-24,1022,Zachód,3,2177.74,6533.22
2025-06-05,1039,Południe,4,392.25,1569.0
2025-05-23,1062,Wschód,2,657.84,1315.68
2025-05-12,1043,Zachód,1,343.83,343.83
2025-04-19,1006,Północ,2,54.74,109.48
2025-04-08,1004,Południe,5,293.43,1467.15
2025-05-13,1031,Zachód,3,233.17,699.51
2025-06-23,1043,Wschód,3,329.79,989.37
2025-05-01,1098,Zachód,5,72.39,361.95
2025-06-27,1084,Wschód,2,4472.49,8944.98
2025-04-22,1077,Południe,3,2514.2,7542.6
2025-05-26,1091,Południe,1,3498.25,3498.25
2025-05-23,2528,Wschód,5,70.56,352.8
2025-04-20,1031,Południe,3,232.56,697.68
2025-05-10,1099,Północ,1,1113.2,1113.2
2025-04-01,1008,Zachód,2,116.62,233.24
2025-06-09,1096,Zachód,5,1226.2,6131.0
2025-05-01,1045,Wschód,2,1720.07,3440.14
2025-06-13,1008,Wschód,3,119.56,358.68
2025-04-06,1018,Południe,1,2720.85,2720.85
2025-05-12,2588,Zachód,2,595.68,1191.36
2025-05-09,2052,Południe,3,96.44,289.32
2025-06-06,1022,Zachód,2,2006.5,4013.0
2025-06-06,1015,Południe,5,82.28,411.4
2025-05-15,1079,Wschód,3,356.06,1068.18
2025-04-26,1017,Zachód,2,129.07,258.14
2025-06-08,1064,Północ,4,1496.83,5987.32
2025-06-02,1010,Północ,3,2654.96,7964.88
2025-06-03,1005,Północ,5,933.55,4667.75
2025-04-21,1090,Wschód,1,4187.42,4187.42
2025-05-22,1004,Wschód,5,293.06,1465.3
2025-04-30,1017,Wschód,2,121.51,243.68
2025-04-20,1055,Wschód,5,1130.35,5651.75
2025-04-26,1092,Południe,3,320.57,961.71
2025-04-24,1068,Wschód,1,118.46,118.46
2025-06-11,2932,Południe,5,726.81,3634.05
2025-05-04,1055,Wschód,2,1195.74,2391.48
2025-06-22,1062,Wschód,5,683.71,3418.55
2025-06-19,1016,Północ,4,917.66,3670.64
2025-06-16,1037,Północ,2,898.61,1797.22
2025-06-02,1035,Wschód,5,3519.93,17601.89
2025-04-28,1064,Południe,2,1542.01,3084.02
2025-06-13,9999,Południe,3,1445.48,4336.44
2025-05-10,1070,Północ,1,19.23,19.23
2025-04-28,1060,Południe,5,178.07,890.35
2025-06-19,1073,Zachód,5,1248.04,6240.2
2025-06-09,1021,Wschód,2,599.35,1198.7
2025-05-27,1025,Północ,3,2195.56,6586.68
2025-04-12,1098,Wschód,2,69.38,138.76
2025-05-08,1074,Wschód,1,44.89,44.89
2025-04-01,1033,Południe,4,135.81,543.24
2025-06-17,1089,Wschód,5,279.53,1397.65
2025-05-31,1078,Zachód,3,2804.17,8412.51
2025-05-29,1055,Zachód,3,1160.86,3482.58
2025-04-06,1024,Północ,4,1022.13,4088.52
2025-06-27,1096,Północ,3,1202.56,3607.68
2025-06-14,1035,Zachód,1,3612.2,3616.53
2025-04-04,1045,Północ,5,1676.11,8380.55
2025-05-18,1002,Północ,5,160.74,803.7
2025-05-22,1055,Północ,1,1134.1,1134.1
2025-04-06,1024,Północ,2,1091.08,2182.16
2025-06-18,1095,Południe,5,171.72,858.6
2025-04-06,1078,Wschód,3,2751.74,8254.4
2025-05-14,1020,Wschód,4,125.27,501.08
2025-05-06,1037,Północ,2,901.39,1802.78
2025-04-24,1052,Wschód,4,3764.55,15058.2
2025-05-29,1096,Południe,3,1279.14,3837.42
2025-05-14,1095,Południe,4,166.3,665.2
2025-06-08,1063,Zachód,3,223.74,671.22
2025-05-09,1004,Zachód,2,300.77,601.54
2025-04-26,1025,Wschód,4,2272.3,9089.2
2025-05-23,1050,Zachód,3,108.73,326.19
2025-05-28,1002,Zachód,1,160.68,161.01
2025-05-12,1035,Południe,5,3285.43,16427.15
2025-04-11,1043,Wschód,1,335.22,335.22
2025-06-29,1050,Wschód,5,104.32,521.6
2025-04-21,1088,Wschód,1,104.87,104.87
2025-04-13,1002,Północ,2,149.86,299.72
2025-04-16,1088,Zachód,2,102.58,205.16
2025-05-13,1003,Wschód,1,303.48,303.48
2025-06-26,1053,Południe,3,222.58,667.74
2025-04-06,1097,Wschód,3,1104.09,3312.27
2025-05-12,1065,Wschód,4,266.69,1066.76
2025-04-02,1084,Wschód,5,4721.49,23607.45
2025-04-29,1031,Wschód,5,245.74,1228.7
2025-06-19,1076,Zachód,2,591.1,1182.2
2025-05-15,1090,Północ,2,4111.7,8223.4
2025-06-07,1004,Zachód,5,312.16,1562.22
2025-06-07,1007,Zachód,1,24.1,24.1
2025-04-17,1033,Wschód,1,138.74,138.74
2025-05-13,1054,Północ,4,2099.71,8398.84
2025-05-29,1093,Wschód,5,412.96,2064.8
2025-06-07,1002,Zachód,5,155.38,776.9
2025-05-21,1090,Zachód,5,4035.87,20179.35
2025-06-06,1082,Zachód,3,359.27,1077.81
2025-05-18,1056,Północ,5,647.74,3238.7
2025-04-18,1088,Północ,5,105.26,526.3
2025-04-05,1073,Południe,5,1284.83,6424.15
2025-05-14,1033,Wschód,3,134.79,404.37
2025-06-06,1048,Zachód,4,4612.52,18450.08
2025-05-31,1004,Wschód,3,303.4,910.2
2025-04-24,1054,Południe,1,2056.38,2056.38
2025-05-20,1046,Północ,5,5032.64,25163.2
2025-05-31,1070,Południe,4,20.08,80.32
2025-06-21,1061,Południe,1,440.38,440.38
2025-06-07,1013,Wschód,3,2798.84,8396.52
2025-05-16,1040,Północ,3,2281.57,6844.71
2025-05-14,1003,Wschód,3,280.06,840.18
2025-05-07,1033,Południe,4,142.43,569.72
2025-06-16,1045,Zachód,4,1809.74,7238.96
2025-04-13,1027,Południe,5,376.41,1882.05
2025-05-07,1011,Południe,2,60.46,120.92
2025-04-12,1020,Wschód,3,125.61,376.83
2025-05-10,1009,Wschód,4,315.91,1263.64
2025-05-10,1048,Północ,4,4502.37,18009.48
2025-04-21,1032,Zachód,3,136.53,409.59
2025-06-30,1076,Północ,3,584.47,1753.41
2025-04-13,1032,Zachód,2,140.68,281.36
2025-04-21,1090,Północ,2,3836.32,7672.64
2025-05-09,1051,Wschód,4,203.49,813.96
2025-04-21,1068,Zachód,2,122.96,245.92
2025-04-27,1010,Północ,2,2769.38,5538.76
2025-04-09,1048,Południe,1,4343.24,4343.24
2025-06-13,1018,Wschód,3,2869.67,8609.01
2025-06-24,1038,Północ,1,5276.21,5276.21
2025-06-15,1094,Północ,1,203.84,203.84
2025-04-06,1032,Zachód,5,140.19,700.95
2025-04-18,1096,Północ,5,1226.66,6133.3
2025-06-24,1063,Wschód,1,217.87,217.87
2025-06-27,1016,Południe,3,975.2,2925.6
2025-06-12,1094,Wschód,4,210.28,841.12
2025-04-06,1076,Wschód,2,593.41,1186.82
2025-04-23,1078,Wschód,4,2889.82,11559.28
2025-06-03,1010,Zachód,1,2688.3,2688.3
2025-06-12,1092,Południe,4,325.45,1301.8
2025-04-28,1003,Południe,3,280.06,840.18
2025-05-12,1065,Północ,1,282.64,282.64
2025-06-30,1050,Wschód,3,99.37,300.4
2025-04-02,1030,Południe,2,158.74,317.48
2025-05-26,1020,Zachód,5,121.18,605.9
2025-04-11,1039,Południe,5,390.64,1953.2
2025-04-01,1050,Północ,4,106.78,430.71
2025-06-29,1039,Północ,4,422.16,1688.64
2025-06-12,1069,Zachód,5,3385.22,16926.1
2025-04-19,1030,Północ,3,157.72,473.16
2025-04-08,1030,Południe,1,160.59,160.59
2025-04-12,1079,Południe,4,352.35,1409.4
2025-04-19,1084,Północ,2,4574.38,9148.76
2025-04-20,1031,Północ,2,245.38,490.76
2025-06-24,1060,Wschód,1,180.23,180.23
2025-05-18,1088,Zachód,3,109.36,328.08
2025-04-01,1015,Zachód,1,87.65,88.62
2025-04-09,1074,Wschód,3,43.87,131.61
2025-06-20,1076,Wschód,1,563.11,563.11
2025-04-21,1053,Wschód,4,222.14,888.56
2025-04-04,1093,Zachód,1,416.14,416.14
2025-06-15,1013,Wschód,3,2676.98,8030.94
2025-05-11,1068,Południe,5,119.84,599.2
2025-06-10,1010,Wschód,4,2760.92,11043.83
2025-05-02,1009,Północ,3,299.37,898.11
2025-04-20,1032,Południe,5,137.09,687.54
2025-05-02,1024,Zachód,2,1094.66,2187.21
2025-04-05,1034,Zachód,2,4625.08,9250.16
2025-05-12,1070,Wschód,3,20.3,60.9
2025-06-24,1081,Wschód,5,3326.88,16634.4
2025-04-09,1077,Północ,3,2410.95,7232.85
2025-06-06,1012,Południe,3,103.18,309.54
2025-05-06,1046,Północ,5,4983.34,24916.7
2025-05-27,1097,Północ,3,1080.93,3242.79
2025-04-27,1051,Zachód,2,219.83,439.66
2025-04-08,1072,Wschód,3,2959.86,8879.58
2025-06-21,1041,Południe,4,3776.02,15104.08
2025-04-21,1030,Północ,3,161.67,485.01
2025-05-01,1100,Południe,1,4671.55,4671.55
2025-06-26,1089,Wschód,4,297.94,1191.76
2025-06-14,1006,Północ,4,55.86,223.44
2025-04-08,1092,Północ,5,312.84,1564.2
2025-06-10,1009,Zachód,4,294.38,1177.52
2025-06-08,1061,Wschód,1,462.51,462.51
2025-06-02,1049,Wschód,4,3697.3,14789.2
2025-04-04,1037,Wschód,5,843.97,4219.85
2025-04-11,1047,Północ,3,1243.1,3729.3
2025-06-07,1088,Południe,1,101.45,101.45
2025-04-05,1002,Południe,4,149.18,596.72
2025-05-12,1078,Północ,3,2866.94,8600.82
2025-05-04,1014,Północ,3,1350.53,4051.59
2025-04-17,1094,Wschód,5,210.09,1050.45
2025-05-13,1058,Południe,3,300.89,902.67
2025-06-27,1030,Północ,4,160.5,642.0
2025-06-04,1095,Północ,1,169.97,169.97
2025-06-01,1032,Wschód,4,131.19,524.76
2025-05-24,1029,Południe,3,4766.17,14298.51
2025-05-17,1019,Północ,2,145.87,291.74
2025-06-06,1049,Południe,3,3531.04,10593.12
2025-05-21,1087,Północ,3,663.79,1991.37
2025-05-30,1064,Południe,3,1486.54,4459.62
2025-04-24,1018,Południe,3,2818.64,8455.92
2025-05-06,1100,Południe,2,4430.54,8861.08
2025-06-20,1046,Południe,1,5108.34,5108.34
2025-06-02,1048,Północ,5,4543.34,22716.7
2025-06-29,1039,Południe,1,426.89,426.89
2025-04-30,1095,Zachód,3,157.18,471.54
2025-05-20,1046,Zachód,1,5001.63,5001.63
2025-05-07,1049,Zachód,5,3684.73,18423.65
2025-04-17,1072,Zachód,3,2937.04,8811.12
2025-04-29,1082,Południe,5,353.34,1766.7
2025-06-22,1001,Wschód,4,343.62,1374.48
2025-04-19,1055,Zachód,4,1126.99,4507.96
2025-04-13,1049,Wschód,3,3710.32,11130.96
2025-05-06,1087,Wschód,1,664.74,664.74
2025-04-29,1058,Wschód,5,300.89,1504.45
2025-06-23,1048,Zachód,1,4392.4,4392.4
2025-06-27,1093,Zachód,5,430.47,2152.35
2025-05-09,1070,Wschód,4,19.85,79.4
2025-04-03,1020,Zachód,3,127.5,382.5
2025-04-08,1050,Zachód,2,106.72,213.44
2025-06-05,1082,Północ,1,373.36,373.36
2025-06-10,1028,Południe,2,2572.5,5145.0
2025-06-26,1098,Północ,2,74.58,149.16
2025-04-07,1015,Wschód,2,84.61,169.22
2025-05-15,1034,Północ,3,5000.19,14996.37
2025-04-02,1011,Zachód,2,58.96,117.92
2025-04-27,1087,Południe,4,652.71,2610.84
2025-05-06,1069,Zachód,1,3350.08,3350.08
2025-04-18,1070,Północ,2,19.47,38.94
2025-05-27,1079,Południe,4,345.59,1382.36
2025-04-15,1098,Wschód,2,74.08,148.16
2025-05-24,1022,Południe,3,2126.24,6378.72
2025-05-08,1019,Północ,1,145.75,145.75
2025-06-28,1046,Zachód,4,5188.59,20754.36
2025-06-23,1041,Wschód,4,3751.97,15007.88
2025-05-02,1001,Południe,3,329.36,988.08
2025-06-20,1010,Północ,2,2569.91,5139.82
2025-06-29,1038,Południe,1,5120.5,5120.5
2025-04-22,1055,Północ,2,1148.42,2296.84
2025-04-18,1012,Północ,5,100.6,503.0
2025-06-07,1056,Wschód,4,655.9,2623.6
2025-06-22,1046,Wschód,1,5337.53,5337.53
2025-06-07,3000,Wschód,2,448.53,897.06
2025-06-16,1100,Południe,2,4701.68,9403.36
2025-06-08,1058,Północ,3,300.89,902.67
2025-06-28,1077,Północ,3,2390.94,7172.82
2025-04-25,1095,Południe,3,165.14,495.42
2025-06-04,1020,Wschód,5,118.73,593.65
2025-05-27,1013,Zachód,1,2821.77,2821.77
2025-04-15,1088,Wschód,4,104.92,419.68
2025-04-10,1092,Południe,4,323.06,1292.24
2025-06-26,1045,Wschód,4,1836.3,7345.2
2025-04-21,1063,Wschód,4,216.81,867.24
2025-05-28,1044,Południe,2,2148.45,4296.9
2025-04-11,1065,Północ,3,265.19,795.57
2025-05-16,1058,Północ,5,300.89,1504.45
2025-04-13,1068,Wschód,2,126.78,253.56
2025-06-22,1077,Wschód,2,2587.78,5175.56
2025-05-01,2365,Zachód,3,893.03,2679.09
2025-05-25,1061,Wschód,1,445.21,445.21
2025-04-02,1067,Zachód,3,709.06,2127.18
2025-06-13,1066,Zachód,1,85.12,85.12
2025-06-14,1003,Zachód,1,295.56,295.56
2025-04-29,1069,Południe,5,3377.54,16887.7
2025-05-16,1009,Południe,2,316.07,632.14
2025-05-17,1097,Zachód,5,1117.57,5587.85
2025-06-14,1030,Wschód,2,152.72,305.44
2025-05-05,1005,Północ,5,978.84,4894.2
2025-04-29,9999,Północ,4,1483.54,5934.16
2025-05-22,1018,Zachód,5,2734.0,13670.0
2025-05-27,1005,Południe,2,934.3,1868.6
2025-04-27,2888,Wschód,5,74.92,374.6
2025-04-10,2913,Zachód,3,438.16,1314.48
2025-05-13,1049,Południe,5,3801.24,19006.2
2025-04-20,1057,Zachód,1,4113.26,4113.26
2025-05-06,1060,Wschód,3,189.91,569.73
2025-06-03,1044,Południe,3,2230.77,6692.31
2025-04-05,1034,Południe,3,4762.98,14288.94
2025-06-21,1084,Południe,1,4396.58,4396.58
2025-04-24,1096,Północ,4,1223.71,4894.84
2025-06-09,1017,Północ,3,128.41,385.23
2025-04-02,1032,Północ,3,139.41,418.23
2025-05-25,1021,Zachód,2,582.31,1164.62
2025-06-27,1083,Zachód,4,4855.68,19426.09
2025-06-30,1024,Północ,2,1007.87,2015.74
2025-06-01,1025,Północ,5,2290.0,11450.0
2025-04-07,1047,Zachód,3,1322.77,3968.31
2025-04-08,1035,Zachód,5,3506.59,17537.62
2025-05-18,1060,Wschód,3,191.34,574.02
2025-05-09,1044,Zachód,4,2241.48,8969.57
2025-04-28,1001,Północ,4,338.92,1355.68
2025-06-11,1095,Wschód,1,159.99,159.99
2025-04-03,1049,Wschód,4,3630.31,14521.24
2025-06-04,1039,Północ,3,412.97,1238.91
2025-04-15,1001,Północ,4,351.72,1406.88
2025-04-18,1087,Zachód,2,641.71,1283.42
2025-05-24,1085,Południe,4,432.72,1730.88
2025-06-22,1078,Wschód,5,2910.45,14552.25
2025-04-25,1095,Wschód,4,170.14,680.56
2025-05-23,1056,Wschód,2,665.69,1331.38
2025-05-07,1036,Zachód,4,1727.38,6909.52
2025-06-09,1100,Północ,1,4421.63,4421.63
2025-06-23,1065,Wschód,4,268.86,1075.44
2025-06-26,1061,Północ,1,439.56,439.56
